Estimate,Est.Error,Q2.5,Q97.5,type,species,trait,n_obs
0.5847798128398615,0.043178453323790646,0.47692732767359697,0.6479966319142327,fit_total,BISVIV,LDMC,13
0.5847798128398615,0.043178453323790646,0.47692732767359697,0.6479966319142327,fit_fixed,BISVIV,LDMC,13
0.33323762552913005,0.21313548882365782,-0.16845026849068212,0.6598084400067682,loo_total,BISVIV,LDMC,13
0.33109696730936966,0.21616910466768774,-0.1879848510617625,0.6662389817184102,loo_fixed,BISVIV,LDMC,13
0.21745872945953446,0.02559983108234237,0.16883445577146913,0.2689764120296242,fit_total,SOLVIR,LDMC,58
0.12560376009863367,0.026930602854548753,0.07290724080623798,0.1773171002726142,fit_fixed,SOLVIR,LDMC,58
0.0918021182057388,0.10156082030217997,-0.11071041039369203,0.29323047520260265,loo_total,SOLVIR,LDMC,58
-0.550148021201354,0.18954664724915474,-1,-0.2339535860880709,loo_fixed,SOLVIR,LDMC,58
0.2591010854723774,0.02945434010337801,0.20112345045403038,0.31651351293254654,fit_total,VACMYR,LDMC,129
0.1961535175400051,0.029214831333333774,0.1388824701967993,0.25218032170948707,fit_fixed,VACMYR,LDMC,129
0.127221149454076,0.06535141380213753,-0.014978193434910123,0.24099570272123552,loo_total,VACMYR,LDMC,129
-0.148841568741516,0.09950002485321272,-0.3491517036733001,0.038934551240479315,loo_fixed,VACMYR,LDMC,129
0.32527381077613077,0.04730330699471516,0.23627740685464116,0.4248412160889907,fit_total,VACULI,LDMC,44
0.19358965717528062,0.055230092163765836,0.08230610121200187,0.29290877302665735,fit_fixed,VACULI,LDMC,44
-0.06132951767902392,0.14658008268085773,-0.40032358092445275,0.1790225319261901,loo_total,VACULI,LDMC,44
0.020207088067935877,0.09562167404073774,-0.19432115646275502,0.17770027673281547,loo_fixed,VACULI,LDMC,44
0.07742853657622044,0.013213159215018349,0.05286287018609323,0.10488500604546291,fit_total,VACVIT,LDMC,136
0.05618665728735438,0.01599650534425067,0.027175216136431642,0.08923107740359236,fit_fixed,VACVIT,LDMC,136
0.00705784586702416,0.03984751559148923,-0.07244362369365161,0.08483417252171489,loo_total,VACVIT,LDMC,136
0.01259257658686536,0.033826481149985106,-0.0555303877199959,0.0785922570880717,loo_fixed,VACVIT,LDMC,136
0.30755197847502896,0.03535427852735689,0.23718886674029477,0.3759920316243139,fit_total,BETNAN,SLA,77
0.2127978481515756,0.046046584784388014,0.1241287036568392,0.3052850172836059,fit_fixed,BETNAN,SLA,77
0.18689549203356634,0.09379707949587264,-0.016699375692274112,0.34864667559527124,loo_total,BETNAN,SLA,77
0.15260533055815476,0.07990872376812383,-0.018903182344251333,0.29697219787146856,loo_fixed,BETNAN,SLA,77
0.8148214101998024,0.025931310362210268,0.7520525124086088,0.8543359211743408,fit_total,BISVIV,SLA,13
0.8148214101998024,0.025931310362210268,0.7520525124086088,0.8543359211743408,fit_fixed,BISVIV,SLA,13
0.7083602916181255,0.09504206281058368,0.47774412707079017,0.8352530397135233,loo_total,BISVIV,SLA,13
0.70925186590135,0.0957323639566677,0.47274281558710646,0.8366635257287781,loo_fixed,BISVIV,SLA,13
0.2640224879407833,0.031127153720847154,0.1998828446611921,0.3230837942080272,fit_total,SOLVIR,SLA,58
0.11663198683756054,0.035675626135329604,0.048518814486064016,0.18476306881902133,fit_fixed,SOLVIR,SLA,58
0.0029698859453135998,0.12605559681117573,-0.27097904795141653,0.22311243403897243,loo_total,SOLVIR,SLA,58
-0.4457828875442394,0.16058555417640422,-0.8004920639618084,-0.16508288338324065,loo_fixed,SOLVIR,SLA,58
0.25662944458654957,0.02947390411745878,0.19821391766673513,0.31225916697837097,fit_total,VACMYR,SLA,129
0.24796097910626044,0.026057616352099987,0.1929119306331321,0.2957308520008639,fit_fixed,VACMYR,SLA,129
0.10330993286387535,0.08238009837709015,-0.0840041307040667,0.24378186030738197,loo_total,VACMYR,SLA,129
-0.2819716078204361,0.13379234628339978,-0.5611990153331521,-0.03832069866573516,loo_fixed,VACMYR,SLA,129
0.3650469816562032,0.029233590503677243,0.30521910794750073,0.4210937379784641,fit_total,VACULI,SLA,44
0.23478262359731303,0.020473013671156934,0.19585630130919648,0.27520456926734427,fit_fixed,VACULI,SLA,44
-0.09230230753220037,0.2109491862899107,-0.5643009664714408,0.252282139543937,loo_total,VACULI,SLA,44
-0.4958800245499278,0.2577438979335428,-1,0.012696084132318862,loo_fixed,VACULI,SLA,44
0.06526166688865513,0.01632147733737549,0.03566429109108178,0.1002795672371582,fit_total,VACVIT,SLA,135
0.032827581410436374,0.015575343635088824,0.008378637794819137,0.06692759871999661,fit_fixed,VACVIT,SLA,135
-0.04733857249867837,0.03781015438152281,-0.1261363540536043,0.023427396046813938,loo_total,VACVIT,SLA,135
-0.03692604262071641,0.027267120855586698,-0.09403859945375483,0.012802022736016395,loo_fixed,VACVIT,SLA,135
